0,6679194,-1450653,7453706,1,3335072,543704,2711711,2,2389376,258395,2171809,3,16777216,-1836,16777216,4,476033,-1845879,2336522,5,3601889,3506672,-1685,6,596346,-3293506,3526687,7,16777216,-304,16777216,1679319638,0,5000, 
0,4243402,120550,3912029,1,3321390,458203,2744235,2,2408546,282463,2174632,3,16777216,-1907,16777216,4,475962,-1808971,2312467,5,3425709,3346867,-1730,6,683174,-3089943,3327742,7,16777216,-228,16777216,1679319643,1,10000, 
0,3608667,25023,3434010,1,3320270,446213,2746188,2,2387818,267549,2160385,3,16777216,-1807,16777216,4,476015,-1803975,2305603,5,3225647,3156368,-1590,6,743739,-2926189,3209427,7,16777216,-291,16777216,1679319648,2,15000, 
0,3423090,-22217,3250027,1,3345465,485522,2742139,2,2420551,331801,2147556,3,16777216,-1844,16777216,4,476240,-1771226,2258677,5,3161222,3095500,-1657,6,883348,-2811711,3101820,7,16777216,-260,16777216,1679319653,3,20000, 
0,3434999,-39750,3138417,1,3339654,440506,2770549,2,2413521,312563,2153434,3,16777216,-1930,16777216,4,476161,-1763718,2290240,5,3057518,3001138,-1692,6,752470,-2850594,3141522,7,16777216,-316,16777216,1679319658,4,25000, 
0,3116071,-111841,3046848,1,3329512,438001,2752131,2,2418465,298095,2168649,3,16777216,-1681,16777216,4,476599,-1847201,2293849,5,3056684,2964440,-1828,6,791868,-2485572,3060105,7,16777216,-576,16777216,1679319663,5,30000, 
0,3217278,-68909,3127661,1,3356676,495410,2748848,2,2458611,343398,2160211,3,16777216,-1765,16777216,4,476302,-1768084,2288022,5,3023645,2970626,-1716,6,699794,-2829554,3090045,7,16777216,-359,16777216,1679319668,6,35000, 
0,3076155,-57329,2988697,1,3349544,469178,2762360,2,2430031,326469,2167453,3,16777216,-1665,16777216,4,476297,-1838223,2333502,5,3046532,2972127,-1822,6,662218,-2855029,3093392,7,16777216,-379,16777216,1679319673,7,40001, 
0,3009001,-26393,2973465,1,3357980,473355,2770190,2,2433747,280592,2202639,3,16777216,-1629,16777216,4,476348,-1710483,2230941,5,3023591,2962403,-1570,6,707606,-2722795,3003549,7,16777216,-364,16777216,1679319678,8,45000, 
0,3084169,-51247,2984040,1,3339547,470936,2748495,2,2423786,319672,2158641,3,16777216,-1795,16777216,4,475976,-1834661,2330780,5,2965477,2893609,-1509,6,690466,-2676802,2947417,7,16777216,-257,16777216,1679319683,9,50000, 
0,3100327,-63027,3013464,1,3336727,477027,2748409,2,2432238,314633,2169703,3,16777216,-1818,16777216,4,476189,-1753576,2283929,5,3010972,2945016,-1568,6,824900,-2685139,2997184,7,16777216,-245,16777216,1679319688,10,55000, 
0,3021933,-60474,2924804,1,3350100,460019,2771428,2,2427652,313411,2165142,3,16777216,-1830,16777216,4,476303,-1869219,2360398,5,3007120,2931840,-1544,6,721174,-2768985,3085903,7,16777216,-213,16777216,1679319693,11,60000, 
0,3046989,-62607,2928176,1,3342931,468909,2769457,2,2411775,305754,2159859,3,16777216,-1720,16777216,4,476119,-1776694,2256061,5,2997729,2906296,-1456,6,807569,-2638201,3014714,7,16777216,-172,16777216,1679319698,12,65000, 
0,2988594,-58393,2946085,1,3353110,470692,2775037,2,2438442,322860,2177740,3,16777216,-1868,16777216,4,476016,-1797974,2306057,5,3028451,2961870,-1474,6,733074,-2668956,2979595,7,16777216,-198,16777216,1679319703,13,70000, 
0,3041014,-49716,2956220,1,3330036,465681,2784068,2,2417353,280533,2195536,3,16777216,-1844,16777216,4,475958,-1789924,2283396,5,3009914,2928096,-1476,6,752990,-2652403,2959825,7,16777216,-183,16777216,1679319708,14,75000, 
